"","Row.names","Kingdom","Phylum","Class","Order","Family","Genus","Species","taxon","W","detected_0.9","detected_0.8","detected_0.7","detected_0.6","beta","direct","Sex","group","Study"
"17","3dd272f8e982d693ab208a7f3d552074","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_bacterium","3dd272f8e982d693ab208a7f3d552074",3,FALSE,FALSE,FALSE,FALSE,-4.91144266796857,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"18","415033681d70ab871d00f8e199d5485d","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Muribaculaceae","415033681d70ab871d00f8e199d5485d",2,FALSE,FALSE,FALSE,FALSE,-4.10022481234637,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"19","41e0baafeaf6b2ca88b4be67ab9d00a5","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","41e0baafeaf6b2ca88b4be67ab9d00a5",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"20","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","42813a7ac2260688d1e5def012a3bf78",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"21","467182e7c24e45f1dae500092292f434","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,"467182e7c24e45f1dae500092292f434",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"22","4a019c97a1e854f9d608209c2939d548","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium","4a019c97a1e854f9d608209c2939d548",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"23","4e7d4f50949a8e65e5b063bf5ba7a064","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_Clostridia","4e7d4f50949a8e65e5b063bf5ba7a064",3,FALSE,FALSE,FALSE,FALSE,-5.09567006011408,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"24","4f0327d92b133d32fecd7992814c7398","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella",NA,"4f0327d92b133d32fecd7992814c7398",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"25","4ffd9eabb0867f7a4b3326d4f5439501","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae",NA,"4ffd9eabb0867f7a4b3326d4f5439501",2,FALSE,FALSE,FALSE,FALSE,-4.51622365861833,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"26","508524d40fa1145d6023b5a43a013f4c","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA,"508524d40fa1145d6023b5a43a013f4c",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"27","516f99f6dbcb20a7bc67fda26b5c9d15","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,"516f99f6dbcb20a7bc67fda26b5c9d15",3,FALSE,FALSE,FALSE,FALSE,-4.5189335579511,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"28","551c50d2cb548ec954b999d2bf9b5017","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum","uncultured_bacterium","551c50d2cb548ec954b999d2bf9b5017",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"29","58cd4c9e99b146bb0248067242fd2428","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"58cd4c9e99b146bb0248067242fd2428",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"30","5e4b0d03927289585655dcd9870bb657","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"5e4b0d03927289585655dcd9870bb657",3,FALSE,FALSE,FALSE,FALSE,-4.93574179302109,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"31","6ad97b1b1dd1694689baf4fa1d29a6ea","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified","6ad97b1b1dd1694689baf4fa1d29a6ea",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"32","6b0ff3b95f5a0170f8cf05f2d648be69","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"6b0ff3b95f5a0170f8cf05f2d648be69",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"33","6c5d5533b2e2bb0f16c28448f394d583","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","A2",NA,"6c5d5533b2e2bb0f16c28448f394d583",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"34","6dda5e6aebd23db54d2a847c568aad62","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae",NA,"6dda5e6aebd23db54d2a847c568aad62",2,FALSE,FALSE,FALSE,FALSE,-4.7217055770468,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"35","6f97e85243feefcd3975a7357f9c5552","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified","6f97e85243feefcd3975a7357f9c5552",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"36","71d66ceaddb03115b1c894ff4284735c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","71d66ceaddb03115b1c894ff4284735c",2,FALSE,FALSE,FALSE,FALSE,-5.10626510083882,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"37","7a1a5bc15de5d06ccdb59fcb8de4850d","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified","7a1a5bc15de5d06ccdb59fcb8de4850d",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"38","7f9cba984fef70b4ee0a0043fabffbb6","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"7f9cba984fef70b4ee0a0043fabffbb6",4,FALSE,FALSE,FALSE,FALSE,-5.33582397012346,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"39","820b316b0664a61dc174c14c486013f7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,"820b316b0664a61dc174c14c486013f7",3,FALSE,FALSE,FALSE,FALSE,-4.85086787726177,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"40","832ed1cf8ff04bc17fa79e03d935baee","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,"832ed1cf8ff04bc17fa79e03d935baee",2,FALSE,FALSE,FALSE,FALSE,-4.75287090588904,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"41","891bb6592109d168dc772711e859a9e4","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"891bb6592109d168dc772711e859a9e4",3,FALSE,FALSE,FALSE,FALSE,-5.18826130624646,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"42","892491fdeb936adbcff225e26ae6c5df","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_FCS020_group","uncultured_bacterium","892491fdeb936adbcff225e26ae6c5df",2,FALSE,FALSE,FALSE,FALSE,-3.67223266207917,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"43","8aacf7069d85b7a0818881b0adb0e619","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","uncultured","uncultured_bacterium","8aacf7069d85b7a0818881b0adb0e619",3,FALSE,FALSE,FALSE,FALSE,-5.19224902666699,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"44","8cad17f39ee2639a238ca459382c571d","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"8cad17f39ee2639a238ca459382c571d",2,FALSE,FALSE,FALSE,FALSE,-4.22932706273581,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"45","8d38eab2c38b24f6c148059d00e838b0","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","8d38eab2c38b24f6c148059d00e838b0",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"46","8eb769f1198126e9511233acb51bba4f","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","uncultured","uncultured_bacterium","8eb769f1198126e9511233acb51bba4f",3,FALSE,FALSE,FALSE,FALSE,-5.00635999254127,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"47","8f98fb8693ed59c21399d83ce2d10724","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,"8f98fb8693ed59c21399d83ce2d10724",78,FALSE,TRUE,TRUE,TRUE,-3.25453030511292,"Negative","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"48","9796b1cb76f37c4358ce7bc3f049f5cb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,"9796b1cb76f37c4358ce7bc3f049f5cb",3,FALSE,FALSE,FALSE,FALSE,-5.17807675484742,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"49","9e8a11f0e21ad8bf8ee09c49656bd688","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium","9e8a11f0e21ad8bf8ee09c49656bd688",3,FALSE,FALSE,FALSE,FALSE,-5.01108141061414,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"50","a2772eb2eac891e3120792dfc64d466c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Barnesiella","a2772eb2eac891e3120792dfc64d466c",2,FALSE,FALSE,FALSE,FALSE,-5.04643405224091,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"51","a45f7c39ab758da45fe11ac255c27c85","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_bilis","a45f7c39ab758da45fe11ac255c27c85",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"52","a6141ae1de266551c0a07a2a4eb23472","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium","a6141ae1de266551c0a07a2a4eb23472",3,FALSE,FALSE,FALSE,FALSE,-5.13663844658443,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"53","a8755d2daad093cbe6c9c04b7927bbbd","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","a8755d2daad093cbe6c9c04b7927bbbd",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"54","ac1ecfccfe7157c5c56b9ad633d96f25","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales","ac1ecfccfe7157c5c56b9ad633d96f25",62,FALSE,FALSE,TRUE,TRUE,5.10106192391363,"Positive","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"55","af0648c4b12da5715e44cd091879e7a4","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",NA,"af0648c4b12da5715e44cd091879e7a4",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"56","b0d5a4ec8e74ac4c6cb4ecb9406183d8","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"b0d5a4ec8e74ac4c6cb4ecb9406183d8",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"57","b1b3c3843166a75810e96966b01becd9","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified","b1b3c3843166a75810e96966b01becd9",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"58","b306a9fdb387b85b3d7295e04380cbd9","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","b306a9fdb387b85b3d7295e04380cbd9",3,FALSE,FALSE,FALSE,FALSE,-5.3718141564248,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"59","b31d8ccfa13170919e700e27870dbe7c","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium","b31d8ccfa13170919e700e27870dbe7c",3,FALSE,FALSE,FALSE,FALSE,-5.00344378829958,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"60","b389fbbd736a1d40ab3b5098a7614d13","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","uncultured_Bacteroidales","b389fbbd736a1d40ab3b5098a7614d13",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"61","b518f3b1f92a902d5ab155a443394569","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured",NA,"b518f3b1f92a902d5ab155a443394569",2,FALSE,FALSE,FALSE,FALSE,-4.61075897249028,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"62","baf9a70be763e965e7642ecc5216689f","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","baf9a70be763e965e7642ecc5216689f",3,FALSE,FALSE,FALSE,FALSE,-4.95214820580185,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"63","c4c9038e73c8bf47fd4603db862aaa3b","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae_Sedis","uncultured_bacterium","c4c9038e73c8bf47fd4603db862aaa3b",3,FALSE,FALSE,FALSE,FALSE,-5.24144154082226,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"64","c76ddc79ae7ee6143b3220e0858857e8","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium","c76ddc79ae7ee6143b3220e0858857e8",3,FALSE,FALSE,FALSE,FALSE,-5.053945847606,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"65","c80e883ab77e8963cecfd3214bd86d72","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"c80e883ab77e8963cecfd3214bd86d72",3,FALSE,FALSE,FALSE,FALSE,-5.00826201270962,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"66","cd453c6d8ea3bd1ce70a8621264b9ad2","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-006","uncultured_bacterium","cd453c6d8ea3bd1ce70a8621264b9ad2",3,FALSE,FALSE,FALSE,FALSE,-5.17820348412662,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"67","cd86e26086bd058596cd051fa3ad2e20","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured",NA,"cd86e26086bd058596cd051fa3ad2e20",2,FALSE,FALSE,FALSE,FALSE,-4.91603962193821,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"68","cda4d243ad8b0e0814bd96abfbc9f6d5","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium","cda4d243ad8b0e0814bd96abfbc9f6d5",3,FALSE,FALSE,FALSE,FALSE,-5.01997993650918,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"69","cfd65c7bbc3926cdc9b88c2e38bbecaa","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium","cfd65c7bbc3926cdc9b88c2e38bbecaa",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"70","d02b22d9d7849de7ee526fb8422a4ee6","d__Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","uncultured_bacterium","d02b22d9d7849de7ee526fb8422a4ee6",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"71","d04a6346b870369fb6a944fb8197863d","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified","d04a6346b870369fb6a944fb8197863d",3,FALSE,FALSE,FALSE,FALSE,-5.04055478827418,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"72","d0c744e148cc640857b6feda81d65470","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae",NA,"d0c744e148cc640857b6feda81d65470",62,FALSE,FALSE,TRUE,TRUE,5.39096295356961,"Positive","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"73","d0d140a79ff49697c839fafe95588bad","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","unidentified","d0d140a79ff49697c839fafe95588bad",2,FALSE,FALSE,FALSE,FALSE,-4.57191280379085,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"74","d268a1120c4e724be7c848d63604df77","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"d268a1120c4e724be7c848d63604df77",3,FALSE,FALSE,FALSE,FALSE,-5.12705419301741,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"75","d353248c8a7d31bc9f8378a320b77924","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA,"d353248c8a7d31bc9f8378a320b77924",2,FALSE,FALSE,FALSE,FALSE,-3.82650279312023,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"76","df45ff114fca650e2150e761e33d947f","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales","df45ff114fca650e2150e761e33d947f",0,FALSE,FALSE,FALSE,FALSE,0,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"77","e30d545a319734a723dcb68fd978aa17","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-009","uncultured_bacterium","e30d545a319734a723dcb68fd978aa17",3,FALSE,FALSE,FALSE,FALSE,-5.2021011228236,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"78","e6011e81b58896608ddd996be2734054","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured","gut_metagenome","e6011e81b58896608ddd996be2734054",2,FALSE,FALSE,FALSE,FALSE,-4.71908956631484,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
"79","e78a758dd0cf4ecdeec205371b241817","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified","e78a758dd0cf4ecdeec205371b241817",48,FALSE,FALSE,FALSE,FALSE,4.07860618247615,"Not Significant","male","Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020"
