"","Row.names","Kingdom","Phylum","Class","Order","Family","Genus","Species","Intercept..Est","Intercept..SE","Intercept..t.val","X.Intercept..pval","X.Intercept..pval.padj","Sex","Study","group","Est","SE","t.val","pval","pval.padj","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","direct","id"
"11","82c25eb50099d3b163d4c2a939f8e0c8","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,7.08591947332107,0.601702174735138,12.6269924553678,6.77786388618963e-08,2.25498912010511e-05,"male","Tashiro et al. 2020","Pectin",-6.53682733301276,0.850935376019819,-8.06306186259878,2.77334595931607e-06,0.000956072303456635,5.64407998924023,6.0776316297225,1.37364508758406,-4.9428445144058,2.74428782314145,-1.79150475798105,0.00197273405648325,"Negative","male_Pectin_Tashiro et al. 2020_Negative"
"12","b0d5a4ec8e74ac4c6cb4ecb9406183d8","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,11.0386621419444,0.570965103343069,19.3400849366576,1.11484639830764e-17,4.05768560891583e-15,"male","Tashiro et al. 2020","Cellulose",-4.58788303651737,0.807466592789524,-5.68377413296472,4.68734418807536e-06,0.00170833192446079,10.5028687650739,11.2991173010888,6.57218853075146,-4.8581892785955,1.9765819513122,-2.42860597503127,0.000137056276785441,"Negative","male_Cellulose_Tashiro et al. 2020_Negative"
"13","b39c338f5e964b6cb87e07f10badc6c4","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis",12.7497546227891,0.265528106604321,48.065882827433,2.77781486028023e-28,1.01562462410445e-25,"male","Tashiro et al. 2020","Pectin",-2.20938807397601,0.37551344955108,-5.88903440763604,3.06741783868102e-06,0.00108122147190223,11.8340654119811,12.9432487714286,10.371003050615,-2.2987466190731,1.54311301330665,-1.42127779820257,0.0683599136177293,"Negative","male_Pectin_Tashiro et al. 2020_Negative"
"14","b558365592f7a8d645f69873f6cda354","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured","uncultured_bacterium",6.55094229394604,0.666253138071874,10.5005527061986,3.20458378851464e-07,0.000103153374914072,"male","Tashiro et al. 2020","Pectin",-6.94041086330964,0.942224223834878,-7.6253631416847,2.10681264495999e-06,0.00071683277415641,6.1478665362255,6.56217285454042,-0.00234726199668067,-6.53774782885598,3.25808446788689,-1.95935428069474,0.00780229535531487,"Negative","male_Pectin_Tashiro et al. 2020_Negative"
"15","b5df6b3e09aba5b4c07aaa7690198885","d__Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","uncultured_bacterium",8.65199419490784,1.00008129921714,8.8365597919752,1.58484655584558e-07,5.27191528460633e-05,"male","Tashiro et al. 2020","Pectin",-10.0168199903334,1.41432853682859,-7.13705608204066,6.10004511078857e-07,0.000214610130205382,6.90150388933069,7.67930871097275,-0.580707316732049,-9.00114199715644,4.01425626054306,-2.23891147391269,0.000137056276785441,"Negative","male_Pectin_Tashiro et al. 2020_Negative"
"16","46f43d3fe417eb537a1c421542cd3fbc","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",8.56190445749199,1.08048370552245,8.24524551270106,5.13878828280333e-06,0.00166711395366563,"female","Tashiro et al. 2020","Fiberfree",-10.589632158405,1.52803471027299,-7.14948076181519,2.50020468531061e-05,0.00859998309987265,8.13847393878857,8.77279789743286,-1.34358526856874,-10.2701071924554,3.62488184640166,-2.65232903082456,0.0371104044131793,"Negative","female_Fiberfree_Tashiro et al. 2020_Negative"
"17","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,0.933042128600697,0.935559314055831,1.17668977241563,0.358011188043845,0.98744286153885,"male","Song et al. 2020","E2supplemented",7.63721593550572,1.11353831366439,7.07787949060479,6.30958954093083e-05,0.0100523420223453,4.4747352732337,3.7071902812051,8.5243598585571,4.83846480856042,1.85658825302171,2.59841429614994,9.13750277142236e-05,"Positive","male_E2supplemented_Song et al. 2020_Positive"
"18","345535d4ed4035878ec4c449d3a3a09d","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",6.61519108833196,0.997740861028799,6.84902543609216,1.35083813046166e-05,0.0112398073887792,"male","Song et al. 2020","E2supplemented",-7.63879966130126,1.18754915821165,-6.55759641848055,5.01174018828661e-06,0.00500618237216642,7.18644326737394,7.93635535778633,-0.454049523639631,-8.08886001973211,3.41300478527253,-2.42077351764584,0.00131516467999653,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"19","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",8.8074428578006,0.975038239430821,9.25886665722055,4.7113751194605e-09,4.73597073527293e-06,"male","Song et al. 2020","E2supplemented",-9.35449659135461,1.16052763366461,-8.17909563113096,1.11700048013169e-08,1.12868955283018e-05,8.29042345356422,9.27180048829299,0.0499654365772262,-9.28922901769371,3.33597010864912,-2.83591824128305,9.13750277142236e-05,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"20","49eaf12d229e30db56fc2c0f29362225","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",7.84363018790519,0.963336376892726,8.49608815848733,8.70489384402841e-07,0.000862855623247323,"male","Song et al. 2020","E2supplemented",-9.26594309085356,1.1465996313652,-8.32830904920523,1.24890411427533e-07,0.000125677805849298,7.22157876413174,8.3067270077294,-0.763163856169772,-8.68802508620551,3.26380519784339,-2.71807343095995,9.13750277142236e-05,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"21","4a4d0843ef50089aaa0729034804f960","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",10.4157254013683,0.933688663117619,11.6616633390224,5.30022972793911e-09,5.28555678877077e-06,"male","Song et al. 2020","E2supplemented",-8.66170908962711,1.11131179369939,-8.04511148777957,2.63981160516027e-07,0.000264822618206064,11.5364801784718,11.9864537510474,2.72501206354791,-9.15031846205072,3.20133012175135,-2.96161925924789,9.13750277142236e-05,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"22","668fdb718997fc1589c7817655d4bb5f","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_vulgatus",10.1929805086816,0.555712695819764,18.3464472064744,4.31589655551819e-20,4.39258956415465e-17,"male","Song et al. 2020","E2supplemented",3.69224697659199,0.661430407338241,5.58301375090205,2.41709547047883e-06,0.00245058439552567,12.3117897845132,11.5419574400106,14.2130700561747,2.57541752353955,1.83652037391271,1.39451645855028,0.0546166887937335,"Positive","male_E2supplemented_Song et al. 2020_Positive"
"23","6797371940252066205fbd1b85d623ce","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_intestinalis",5.44281502472847,1.03473402417725,5.45478412584586,0.00013456620034898,0.0777859407672745,"male","Song et al. 2020","E2supplemented",-6.76500412081042,1.23157982937333,-5.60171969611343,3.25683356750539e-05,0.0307703648668496,5.70827151434067,6.4686641668003,-0.594638082512959,-7.00267821843555,3.3203403068751,-2.06323484025823,0.0130052373801689,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"24","67e330de0289f13cf25c1f4ac71dbf19","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium",9.58228639775956,0.908447032003482,11.1023007074887,4.20287328115404e-08,4.18332992305004e-05,"male","Song et al. 2020","E2supplemented",-9.95924308749259,1.08126824336251,-9.58258589606144,6.06674177908162e-08,6.10040561497653e-05,9.593267946597,9.94859030000643,0.237573898293015,-9.78520631767703,3.09610291352268,-3.21048518370715,9.13750277142236e-05,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"25","686b1c1752a35be01421dfdacfa244e1","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-1.03683267788274,1.27106443871018,-0.791426443893007,0.50864496481131,1,"male","Song et al. 2020","AOMDSSE2supplemented",9.54773821870766,1.51286928618579,6.45963528576826,3.22611154944916e-05,0.02804226355626,6.61971962090348,2.0776073710445,9.24972893806494,5.8824507325947,5.85284995373476,0.859953329736431,0.157552174463549,"Positive","male_AOMDSSE2supplemented_Song et al. 2020_Positive"
"26","83c30d60f92188bb6f2382d23600fa77","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium",12.2537259146025,0.921061166910428,14.2670891328154,5.69298282452249e-09,5.70965313942385e-06,"male","Song et al. 2020","E2supplemented",-13.2442911868725,1.09628206696683,-12.8107895909304,4.75772061678259e-09,4.80523067341102e-06,12.0749074535252,12.6214046992549,-0.334986747179513,-12.9215970051821,2.7973077722897,-4.55336869842274,9.13750277142236e-05,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"27","87a833ab04b09acb5c190288868f270c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae",NA,-0.956330182629627,1.18452195846695,-0.779620223829293,0.519787377753886,0.981538441670641,"male","Song et al. 2020","E2supplemented",13.4959479277612,1.40986313140486,9.90647452782709,2.87883588499068e-08,2.91876796963408e-05,0.414948091637615,-0.867021896078181,12.3721955918214,13.515578620124,2.69900888384077,4.94359388362232,9.13750277142236e-05,"Positive","male_E2supplemented_Song et al. 2020_Positive"
"28","b65eb19257f7a2bedb5a1c4b42aeb396","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_massiliensis",9.5428856332284,1.10301504683915,8.84248840488922,5.51211965163353e-08,5.50873659577306e-05,"male","Song et al. 2020","E2supplemented",-10.0241863872642,1.31285050210128,-7.7342223190967,7.00934427548539e-08,7.06098741888126e-05,9.04295953945533,9.84260900254753,0.16310358168932,-9.98259852611459,3.40719162121738,-2.82963553997255,0.00260747241286112,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"29","c1e6a3b26cc7d12c8f7e22ebb092e001","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,6.27641808844057,0.929767821241461,7.02305467975354,4.40515979620494e-05,0.011150427969307,"male","Song et al. 2020","E2supplemented",-7.23413929692016,1.10664505842635,-6.69835190774636,5.74032649590557e-06,0.00571693764684253,5.96498289793709,6.55527082375482,-0.33209065447512,-7.08716949091062,3.024302432149,-2.26502821573518,9.13750277142236e-05,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"30","cfd65c7bbc3926cdc9b88c2e38bbecaa","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium",-1.42770241225971,1.44484807198986,-0.95751495186401,0.451406214040751,0.996402580162214,"male","Song et al. 2020","E2supplemented",12.4568347204768,1.71971318270562,7.3809429901356,6.03000695125735e-07,0.00061106030750368,0.39519081342675,-0.876065866110488,11.8702364580479,12.4246222318213,4.06674268695693,2.94749297450677,0.00390564891712904,"Positive","male_E2supplemented_Song et al. 2020_Positive"
"31","e6cacdd17737def3e0bc25a8ddd8d588","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",NA,6.23900457030528,0.884931683153109,7.36230516801895,4.01610323208363e-06,0.00396306781651173,"male","Song et al. 2020","E2supplemented",-7.50951426184501,1.05327937989798,-7.34173853884348,6.71499042811247e-07,0.000674440937221708,5.67259906127352,6.64416323824037,-0.593848123024655,-7.1001223015803,2.94503531067788,-2.43130069778287,0.00390564891712904,"Negative","male_E2supplemented_Song et al. 2020_Negative"
"32","ec4075339e16f5cd45fd5a7955596899","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,2.46472334637187,0.919666151648211,2.86551324932458,0.0733873482926509,0.772034485382875,"male","Song et al. 2020","E2supplemented",5.63133055460185,1.09462166669152,5.1608603792914,2.07515405873826e-05,0.0209256303274594,6.74936789840795,6.01502201139806,8.04052529692474,2.145566867788,2.40165568849017,0.833583414853092,0.139141848656157,"Positive","male_E2supplemented_Song et al. 2020_Positive"
"33","0ddcce08d539797d98bc25c7c02ae7f8","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-2.30288841210341,0.79923089062034,-2.83817743617873,0.0467899106118621,0.925729167744319,"female","Song et al. 2020","ovariectomized",9.37461061728713,1.28162064241179,7.71693182270492,1.61493877651986e-05,0.0127266030445313,0.451916548354013,-1.54982427222344,7.8037196022697,8.9951969673467,3.50700105296918,2.53614630237845,0.000156632676208107,"Positive","female_ovariectomized_Song et al. 2020_Positive"
"34","7bbc97c4dadd03f8eb9e9d35d8d52e47","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",-2.1470966522053,0.826392826005995,-2.54321288736817,0.0762715649267923,0.964842211540939,"female","Song et al. 2020","ovariectomized",8.86929237259615,1.32517663791528,7.07390270571305,3.46003727817184e-05,0.0272442985991416,0.596962201259635,-1.39183689654983,7.18260104671403,8.41333576476461,3.17608102444449,2.66596655797941,0.00224952570240855,"Positive","female_ovariectomized_Song et al. 2020_Positive"
"35","9942dc716c542609bec2b8583fce90d5","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_sartorii",-1.38723490638599,0.738687306868813,-1.77653440949086,0.204034956755207,0.970039398994091,"male","Tam et al. 2020","Smokeexposed",9.55514667673531,1.04466160772673,9.96879624411179,4.36028774252074e-06,0.0029991892395414,5.37624720609036,-0.567406649621712,8.16270542821933,8.83723614703984,2.54658836872482,3.50403892284967,0.000109648028586776,"Positive","male_Smokeexposed_Tam et al. 2020_Positive"
"36","d0b144086aab6cb5c92e6325ddeee79e","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","uncultured_bacterium",-1.63974966007152,0.721471294380957,-2.22857028967281,0.134290315748954,0.936354160265456,"male","Tam et al. 2020","Smokeexposed",8.49463226096362,1.02031448937642,8.84403980457185,2.06248010186133e-06,0.00142412499797983,4.42782272360286,-0.962852679793551,6.94681472818709,7.81305901172494,2.68701231372519,2.85802962611528,0.000109648028586776,"Positive","male_Smokeexposed_Tam et al. 2020_Positive"
"37","13b20dc9a18a15c792b78338395a8a51","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","uncultured_bacterium",5.2990197444711,0.6935190892968,8.03298842288478,3.87324993257816e-06,0.00282320440519098,"female","Tam et al. 2020","ovariectomy",-6.7349675659008,0.980784101848172,-7.08096032703102,5.87043369930026e-06,0.00446927362034897,4.87552820655353,5.7445619990064,-0.752753777913891,-6.2762070802753,2.96740548700958,-2.04441826086105,0.0156266011498808,"Negative","female_ovariectomy_Tam et al. 2020_Negative"
"38","569947e7e49847e617ae75331693fb9a","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","uncultured_bacterium",5.9952684471944,0.565924062732037,11.4874589382585,1.08598100513224e-06,0.000790329479743407,"female","Tam et al. 2020","ovariectomy",-7.45704587101587,0.800337484788929,-9.84980391566977,8.63470101999247e-08,6.588421012085e-05,5.62910917324062,5.94052666895426,-0.770576200478055,-6.86664649211394,2.73184461308261,-2.61777571351163,0.000109648028586776,"Negative","female_ovariectomy_Tam et al. 2020_Negative"
"39","8f98fb8693ed59c21399d83ce2d10724","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,11.3552521937582,1.2887130536786,9.03021465805271,1.94516454238563e-07,7.96857563339297e-05,"male","Sun et al. 2020","Highfat",-11.5362420932615,1.82251547851952,-6.43223573831401,5.31264384783653e-06,0.00238785668391987,7.41809204932453,8.57418041423238,-0.312835116190285,-8.49021591099327,5.48181600131004,-1.35007818999065,0.0760238696131312,"Negative","male_Highfat_Sun et al. 2020_Negative"
"40","1b8aac6bd97ef49e6481be0850595977","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified",8.18796590875134,1.14259621539194,7.42303371878397,5.07825384088571e-06,0.00207459227570725,"female","Sun et al. 2020","Highfat",-10.4674254601027,1.67258959492757,-6.4235764836733,2.53745979778893e-05,0.0115173614647358,-0.573184262680448,-0.0441298482402637,-1.52681203456107,-2.99935568578701,7.56975125348525,-0.450167957947433,0.3608018441099,"Negative","female_Highfat_Sun et al. 2020_Negative"
"41","1b8aac6bd97ef49e6481be0850595977","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified",8.18796590875134,1.14259621539194,7.42303371878397,5.07825384088571e-06,0.00207459227570725,"female","Sun et al. 2020","Pomctm1tm1",-9.82359457589359,1.61587506412345,-6.2346637981121,4.01988167111483e-05,0.0180888961478993,-0.573184262680448,-0.10376805752154,-1.79554355820403,-2.54276670043102,8.35723242523776,-0.334743057190624,0.335282709580022,"Negative","female_Pomctm1tm1_Sun et al. 2020_Negative"
"42","1b8aac6bd97ef49e6481be0850595977","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified",8.18796590875134,1.14259621539194,7.42303371878397,5.07825384088571e-06,0.00207459227570725,"female","Sun et al. 2020","Pomctm1tm1Highfat",-11.0266073784592,1.67258959492757,-6.78468205858893,1.18490133918531e-05,0.00536196290665466,-0.573184262680448,0.145956002172668,-2.22185870928271,-4.38284264741984,7.14772059316459,-0.540817296219215,0.308035807769709,"Negative","female_Pomctm1tm1Highfat_Sun et al. 2020_Negative"
"43","559bc6c3d3f46447a42fb3e99bd335b5","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_bacterium",-2.46417451025439,0.97462988928979,-2.54724862649119,0.0773181920364428,0.847114143777779,"female","Sun et al. 2020","Pomctm1tm1Highfat",12.4218506485399,1.42671207008359,9.03319908891828,1.90018380094553e-06,0.000861017469141797,-0.865191856937044,-1.76809177203943,9.94619911822161,11.8958606455978,2.8433837431615,4.11528747565278,0.000156632676208107,"Positive","female_Pomctm1tm1Highfat_Sun et al. 2020_Positive"
"44","8dde7ab997d5419d772d3686e259a471","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,6.44386555340671,1.14729308805767,5.81118291305286,6.0065596580632e-05,0.0240740405197899,"female","Sun et al. 2020","Pomctm1tm1",-9.4254929957856,1.62251744514806,-5.95399672411652,4.39733683296178e-05,0.0198485321885924,2.41688299705203,4.54439560153966,-2.28131994434025,-6.57163811666799,5.08294826056633,-1.24514246234106,0.103314179129554,"Negative","female_Pomctm1tm1_Sun et al. 2020_Negative"
"45","8f98fb8693ed59c21399d83ce2d10724","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,-0.185516837376963,0.853854993230151,0.00207890001163879,0.726504197302897,1,"female","Sun et al. 2020","Highfat",10.0082692451562,1.24991572527116,8.2663119767106,8.05441649690117e-07,0.000366046003186573,9.43489413769697,9.34416108835468,9.97902689710247,1.1066183894266,3.83417223296084,0.219066234580343,0.361607205085803,"Positive","female_Highfat_Sun et al. 2020_Positive"
"46","8f98fb8693ed59c21399d83ce2d10724","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,-0.185516837376963,0.853854993230151,0.00207890001163879,0.726504197302897,1,"female","Sun et al. 2020","Pomctm1tm1",9.65831626506765,1.20753331172607,8.25133413797247,7.35873814305154e-07,0.000334348172923537,9.43489413769697,9.29435246222847,9.75085262199286,0.789325017876374,4.16219959060116,0.151249924658339,0.410156279513435,"Positive","female_Pomctm1tm1_Sun et al. 2020_Positive"
"47","8f98fb8693ed59c21399d83ce2d10724","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,-0.185516837376963,0.853854993230151,0.00207890001163879,0.726504197302897,1,"female","Sun et al. 2020","Pomctm1tm1Highfat",11.1595217387923,1.24991572527116,9.23417860903395,2.61483626893648e-07,0.000118975774426305,9.43489413769697,8.66969379122358,11.0090644185175,2.67281110721051,4.1389470381403,0.566237670827331,0.187082617970027,"Positive","female_Pomctm1tm1Highfat_Sun et al. 2020_Positive"
"48","074478577353df0840cde9827351d2e9","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-1.8337307704965,0.79848467310596,-2.21789752887119,0.142083144499411,0.940669086247235,"male","Son et al. 2019","IL10Knockout",12.717025288737,1.12922785405349,12.2538507667298,1.07098683325434e-06,0.000728095414257788,6.7215606060732,-1.20152881118666,10.6151719485471,12.0785598079235,2.72934492278911,4.44815454412799,0.000137056276785441,"Positive","male_IL10Knockout_Son et al. 2019_Positive"
