"","Row.names","Kingdom","Phylum","Class","Order","Family","Genus","Species","taxon","W","detected_0.9","detected_0.8","detected_0.7","detected_0.6","beta","direct","Sex","group","Study"
"34","46bd431314d551a4394037b4b0e5f9da","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","46bd431314d551a4394037b4b0e5f9da",96,TRUE,TRUE,TRUE,TRUE,-4.90962067136961,"Negative","female","R6/1_Enviromental enrichment ","Gubert et al. 2022"
"35","df45ff114fca650e2150e761e33d947f","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales","df45ff114fca650e2150e761e33d947f",84,FALSE,FALSE,TRUE,TRUE,4.90962067136961,"Positive","female","R6/1_Enviromental enrichment ","Gubert et al. 2022"
"36","34942e2265fbf2f5c32c4a98cbed2d29","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"34942e2265fbf2f5c32c4a98cbed2d29",36,FALSE,FALSE,TRUE,TRUE,-3.33725332251099,"Negative","male","AOM/DSS_ steroid-injected","Song et al. 2022"
"37","8f6efb85ba133ea4e08ce7fd20f307e7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"8f6efb85ba133ea4e08ce7fd20f307e7",35,FALSE,FALSE,TRUE,TRUE,-4.18143012105443,"Negative","male","AOM/DSS_ steroid-injected","Song et al. 2022"
"38","b3fc3e19a30c2fd4536755ef7cea398f","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"b3fc3e19a30c2fd4536755ef7cea398f",38,FALSE,TRUE,TRUE,TRUE,-6.98819337205414,"Negative","male","AOM/DSS_ steroid-injected","Song et al. 2022"
"39","668fdb718997fc1589c7817655d4bb5f","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_vulgatus","668fdb718997fc1589c7817655d4bb5f",30,TRUE,TRUE,TRUE,TRUE,4.65477541291178,"Positive","male","orchiectomized","Song et al. 2022"
"40","8f6efb85ba133ea4e08ce7fd20f307e7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"8f6efb85ba133ea4e08ce7fd20f307e7",29,FALSE,FALSE,TRUE,TRUE,-4.3986056998945,"Negative","male","orchiectomized_ AOM/DSS","Song et al. 2022"
"41","17d29b2d80b32d16581a40cb2e8656b9","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified","17d29b2d80b32d16581a40cb2e8656b9",30,FALSE,FALSE,TRUE,TRUE,-5.43110938679235,"Negative","male","orchiectomized_ AOM/DSS_ steroid-injected","Song et al. 2022"
"42","668fdb718997fc1589c7817655d4bb5f","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_vulgatus","668fdb718997fc1589c7817655d4bb5f",38,TRUE,TRUE,TRUE,TRUE,-8.63099182523425,"Negative","male","orchiectomized_ AOM/DSS_ steroid-injected","Song et al. 2022"
"43","8f6efb85ba133ea4e08ce7fd20f307e7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"8f6efb85ba133ea4e08ce7fd20f307e7",30,FALSE,FALSE,TRUE,TRUE,-4.20603081279034,"Negative","male","orchiectomized_ AOM/DSS_ steroid-injected","Song et al. 2022"
"44","8f98fb8693ed59c21399d83ce2d10724","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,"8f98fb8693ed59c21399d83ce2d10724",38,TRUE,TRUE,TRUE,TRUE,4.56009766182961,"Positive","male","orchiectomized_ AOM/DSS_ steroid-injected","Song et al. 2022"
"45","b1669e34b90f401da7c3323ddec2a118","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","Ruminococcus_sp.","b1669e34b90f401da7c3323ddec2a118",31,FALSE,FALSE,TRUE,TRUE,-14.7441866709117,"Negative","male","orchiectomized_ AOM/DSS_ steroid-injected","Song et al. 2022"
"46","b3fc3e19a30c2fd4536755ef7cea398f","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"b3fc3e19a30c2fd4536755ef7cea398f",33,FALSE,TRUE,TRUE,TRUE,-7.0550518621301,"Negative","male","orchiectomized_ AOM/DSS_ steroid-injected","Song et al. 2022"
"47","17d29b2d80b32d16581a40cb2e8656b9","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified","17d29b2d80b32d16581a40cb2e8656b9",35,FALSE,FALSE,TRUE,TRUE,-6.34021003159115,"Negative","male","AOM/DSS","Song et al. 2022"
"48","8f6efb85ba133ea4e08ce7fd20f307e7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"8f6efb85ba133ea4e08ce7fd20f307e7",38,FALSE,TRUE,TRUE,TRUE,-5.01419145730241,"Negative","male","AOM/DSS","Song et al. 2022"
"49","b3fc3e19a30c2fd4536755ef7cea398f","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"b3fc3e19a30c2fd4536755ef7cea398f",40,FALSE,TRUE,TRUE,TRUE,-8.87160165573187,"Negative","male","AOM/DSS","Song et al. 2022"
"50","b1669e34b90f401da7c3323ddec2a118","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","Ruminococcus_sp.","b1669e34b90f401da7c3323ddec2a118",31,FALSE,TRUE,TRUE,TRUE,-3.91923657047286,"Negative","female","AOM/DSS","Song et al. 2022"
"51","102ebfe1ea2610313d56c3442f02c3b7","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,"102ebfe1ea2610313d56c3442f02c3b7",38,FALSE,TRUE,TRUE,TRUE,3.20576012031315,"Positive","male","Fiberfree","Tashiro et al. 2020"
"52","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,"26c9f4f844da09bdd5c1603be193969c",41,TRUE,TRUE,TRUE,TRUE,4.92979818660408,"Positive","male","Fiberfree","Tashiro et al. 2020"
"53","c4b174b16c827c7ea10cefa19e7fd92c","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium]_nodatum_group","uncultured_bacterium","c4b174b16c827c7ea10cefa19e7fd92c",39,FALSE,TRUE,TRUE,TRUE,6.02909734473928,"Positive","male","Fiberfree","Tashiro et al. 2020"
"54","102ebfe1ea2610313d56c3442f02c3b7","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,"102ebfe1ea2610313d56c3442f02c3b7",50,TRUE,TRUE,TRUE,TRUE,5.09672833323186,"Positive","male","Pectin","Tashiro et al. 2020"
"55","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,"26c9f4f844da09bdd5c1603be193969c",46,TRUE,TRUE,TRUE,TRUE,-6.24457008088141,"Negative","male","Pectin","Tashiro et al. 2020"
"56","37a90abf181b684611b3eabfd5dfa715","d__Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus",NA,"37a90abf181b684611b3eabfd5dfa715",48,TRUE,TRUE,TRUE,TRUE,6.78042743013916,"Positive","male","Pectin","Tashiro et al. 2020"
"57","4f0327d92b133d32fecd7992814c7398","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella",NA,"4f0327d92b133d32fecd7992814c7398",39,FALSE,FALSE,TRUE,TRUE,6.00523989453367,"Positive","male","Pectin","Tashiro et al. 2020"
"58","6384780b6f2772d3125d3179601767fb","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,"6384780b6f2772d3125d3179601767fb",42,FALSE,TRUE,TRUE,TRUE,6.24457008088141,"Positive","male","Pectin","Tashiro et al. 2020"
"59","b39c338f5e964b6cb87e07f10badc6c4","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_lactis","b39c338f5e964b6cb87e07f10badc6c4",48,TRUE,TRUE,TRUE,TRUE,-6.78042743013916,"Negative","male","Pectin","Tashiro et al. 2020"
"60","102ebfe1ea2610313d56c3442f02c3b7","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,"102ebfe1ea2610313d56c3442f02c3b7",57,TRUE,TRUE,TRUE,TRUE,3.69013408246877,"Positive","male","Cellulose","Tashiro et al. 2020"
"61","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,"26c9f4f844da09bdd5c1603be193969c",57,TRUE,TRUE,TRUE,TRUE,3.64053366925978,"Positive","male","Cellulose","Tashiro et al. 2020"
"62","97093ef968c9b7022556102e62b5a0ca","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"97093ef968c9b7022556102e62b5a0ca",42,FALSE,FALSE,TRUE,TRUE,6.31060896885995,"Positive","male","Cellulose","Tashiro et al. 2020"
"63","a1d94686c329d9a7bc674627e2180285","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_FCS020_group","mouse_gut","a1d94686c329d9a7bc674627e2180285",46,FALSE,FALSE,TRUE,TRUE,4.55147431390405,"Positive","male","Cellulose","Tashiro et al. 2020"
"64","a4bc8ec02405aa22556bf3c19686cf67","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_ovatus","a4bc8ec02405aa22556bf3c19686cf67",56,TRUE,TRUE,TRUE,TRUE,-3.45425121789722,"Negative","male","Cellulose","Tashiro et al. 2020"
"65","f742dfc22bfb61fc9b27df780176b36e","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"f742dfc22bfb61fc9b27df780176b36e",56,TRUE,TRUE,TRUE,TRUE,5.30138616106403,"Positive","male","Cellulose","Tashiro et al. 2020"
"66","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,"26c9f4f844da09bdd5c1603be193969c",33,TRUE,TRUE,TRUE,TRUE,6.88626533909077,"Positive","female","Fiberfree","Tashiro et al. 2020"
"67","b0d5a4ec8e74ac4c6cb4ecb9406183d8","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"b0d5a4ec8e74ac4c6cb4ecb9406183d8",28,FALSE,FALSE,TRUE,TRUE,3.3491434455875,"Positive","female","Fiberfree","Tashiro et al. 2020"
"68","cc3a0279039935404f77c55ed8be3780","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea","uncultured_organism","cc3a0279039935404f77c55ed8be3780",26,FALSE,FALSE,TRUE,TRUE,4.82806842603334,"Positive","female","Fiberfree","Tashiro et al. 2020"
"69","0b0494e8514853f77d926100320d2cf2","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group","uncultured_bacterium","0b0494e8514853f77d926100320d2cf2",32,FALSE,FALSE,TRUE,TRUE,-6.45851219345859,"Negative","female","Pectin","Tashiro et al. 2020"
"70","0b0494e8514853f77d926100320d2cf2","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group","uncultured_bacterium","0b0494e8514853f77d926100320d2cf2",41,FALSE,TRUE,TRUE,TRUE,-9.03093135235405,"Negative","female","Cellulose","Tashiro et al. 2020"
"71","26c9f4f844da09bdd5c1603be193969c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae",NA,NA,"26c9f4f844da09bdd5c1603be193969c",47,TRUE,TRUE,TRUE,TRUE,6.84087744674472,"Positive","female","Cellulose","Tashiro et al. 2020"
"72","46f43d3fe417eb537a1c421542cd3fbc","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium","46f43d3fe417eb537a1c421542cd3fbc",43,FALSE,TRUE,TRUE,TRUE,5.53099203770128,"Positive","female","Cellulose","Tashiro et al. 2020"
"73","f742dfc22bfb61fc9b27df780176b36e","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,"f742dfc22bfb61fc9b27df780176b36e",43,FALSE,TRUE,TRUE,TRUE,9.03093135235405,"Positive","female","Cellulose","Tashiro et al. 2020"
"74","c505404abf2952958e1f438217081417","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","uncultured_organism","c505404abf2952958e1f438217081417",89,FALSE,FALSE,TRUE,TRUE,-2.98539022518716,"Negative","male","AOM/DSS","Song et al. 2020"
"75","2743127cd8d1e4ad474b21e83ea2a7b1","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"2743127cd8d1e4ad474b21e83ea2a7b1",89,FALSE,TRUE,TRUE,TRUE,-3.89362370959292,"Negative","male","AOM/DSS E2-supplemented","Song et al. 2020"
"76","3e9e6273e95c3f98fdb4e8ae273a1afa","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","3e9e6273e95c3f98fdb4e8ae273a1afa",75,FALSE,FALSE,TRUE,TRUE,-3.68266595193347,"Negative","male","AOM/DSS E2-supplemented","Song et al. 2020"
"77","b07e81a9d95bb89a8b08afb8f0dc1493","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"b07e81a9d95bb89a8b08afb8f0dc1493",76,FALSE,FALSE,TRUE,TRUE,-4.45463978045648,"Negative","male","AOM/DSS E2-supplemented","Song et al. 2020"
"78","2743127cd8d1e4ad474b21e83ea2a7b1","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,"2743127cd8d1e4ad474b21e83ea2a7b1",133,TRUE,TRUE,TRUE,TRUE,44.6062050949195,"Positive","male","E2-supplemented","Song et al. 2020"
"79","345535d4ed4035878ec4c449d3a3a09d","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","345535d4ed4035878ec4c449d3a3a09d",106,FALSE,FALSE,TRUE,TRUE,11.0893644789911,"Positive","male","E2-supplemented","Song et al. 2020"
"80","35b935487f7ac842989a43f2ec2ac517","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella",NA,"35b935487f7ac842989a43f2ec2ac517",100,FALSE,FALSE,TRUE,TRUE,-27.5676779172269,"Negative","male","E2-supplemented","Song et al. 2020"
"81","3e9e6273e95c3f98fdb4e8ae273a1afa","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","3e9e6273e95c3f98fdb4e8ae273a1afa",122,FALSE,TRUE,TRUE,TRUE,6.79575440890142,"Positive","male","E2-supplemented","Song et al. 2020"
"82","42813a7ac2260688d1e5def012a3bf78","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium","42813a7ac2260688d1e5def012a3bf78",128,TRUE,TRUE,TRUE,TRUE,-6.78715796710604,"Negative","male","E2-supplemented","Song et al. 2020"
