"","Row.names","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.female","rab.win.male","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Group","Study","direct"
"36","58cd4c9e99b146bb0248067242fd2428","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,6.09770645341233,5.18275840353598,11.438714328412,5.67533368673515,4.82954995927551,1.12886172530193,0.106250210897096,3.80933147031859e-06,0.000413997300756198,4.8693709066859e-05,0.0287382041779468,"Smad3-/-_CRC_SFB+_fecal","Wolfe et al. 2020","Positive"
"37","81bd31828c96063fb7a59f84a6bf6d34","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_bacterium",1.78026576945594,1.28104979338778,6.57822253382667,4.65950772058491,4.15005966192412,1.04655678294541,0.102964336522699,0.00297190680321678,0.0611983030952051,8.48228166725996e-05,0.0346197796226199,"Smad3-/-_CRC_SFB+_fecal","Wolfe et al. 2020","Positive"
"38","7098d462aae032d6422c2781e5297764","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,1.18661174009589,0.401621542164518,5.69903577916278,5.13015942555509,5.18863275187347,0.868445678815511,0.174632362873322,4.33237802971546e-05,0.00684220406951689,1.41582328014311e-06,0.000699952600169697,"Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020","Positive"
"39","8d38eab2c38b24f6c148059d00e838b0","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",8.69071168044068,5.05729520681163,12.4899594965439,5.19624088728486,7.35774308065195,0.666602196976123,0.237942128539509,2.97449819362111e-06,0.000917938775658715,1.39265202949938e-05,0.00604667059353512,"Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020","Positive"
"40","ac1ecfccfe7157c5c56b9ad633d96f25","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_Bacteroidales",7.80774439115843,4.81955423863411,9.93841968066099,4.61281708315515,5.61460302200057,0.741014424073444,0.209099272445352,7.45846613636747e-11,7.70830561108368e-08,1.59031255633595e-06,0.00105808079246822,"Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020","Positive"
"41","b389fbbd736a1d40ab3b5098a7614d13","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","uncultured_Bacteroidales",7.95154879566111,5.65137858687523,9.65037901737497,2.96601178724632,6.9832628895595,0.475320678296774,0.253216917506784,0.000765409079715625,0.0542526247630149,6.00385643944792e-05,0.0193655549928406,"Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020","Positive"
"42","d0c744e148cc640857b6feda81d65470","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae",NA,8.23124927660872,4.93329132711468,10.796938814018,4.91603688968907,5.42574149276933,0.798783993686654,0.204044125664851,7.61867999243826e-12,1.47984356565697e-08,5.9969283154257e-07,0.00064870290198411,"Smad3-/-_CRC_SFB-_fecal","Wolfe et al. 2020","Positive"
"43","0125d3bf34fd092ad0c6e284fd4254d7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","Clostridium_sp.",6.54667853039618,5.12472052183465,6.86887033108155,1.81414106257678,4.01068188339544,0.390907515615585,0.297417917258032,0.000633533839662355,0.101357695155227,3.15684909612222e-05,0.0054261012606776,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"44","033f8780e355de102b0fd3b543b478cc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas",NA,0.579830909860485,2.39479908391368,0.221559204327168,-2.60447789908186,4.87619266776767,-0.466547511997732,0.297193879607916,0.00280318010604713,0.143993699316578,0.000408404912611409,0.0385719034467168,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"45","27e90ee0bd824dd28dab89441f842fa6","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium",7.57178073955299,6.17911254757551,7.79697581215452,1.55773403519744,3.3432073398739,0.393011152758691,0.294548934193948,0.000389532990231939,0.080147755770104,2.57642323670187e-05,0.00485589090058141,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"46","374ba4929881c3823a4debec2407722b","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,9.61332206713772,8.84970059538831,9.79000179845985,0.950578947736255,1.99893759017795,0.315301731341903,0.28316326756911,0.00254908693444715,0.238658102406796,6.23980985852257e-06,0.00209186406913272,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"47","39a9c381ea495491b4da8479d19263b7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium",5.9987128132417,4.2557070872345,6.2812552568622,1.86394356514762,4.24897991804593,0.385340816895637,0.300382655073417,0.000814029741110782,0.111479713031631,4.70815081150918e-05,0.00721666062820593,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"48","4051bee5dcf042481fda06b1cbc2c8bd","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",1.19573893572436,3.52490857482438,0.761766079150563,-2.64723892836446,4.89519194977048,-0.485466591354803,0.285304433214085,0.00134371864435865,0.0980039839389114,5.29482530554192e-05,0.00905986482180866,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"49","4a019c97a1e854f9d608209c2939d548","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured_bacterium",11.7714945047866,12.4874515364002,11.5697000806512,-0.967578007983384,2.24895501496103,-0.304248005339472,0.324617348633392,0.209517106602641,0.999592262147442,0.00022764340526483,0.039716684311351,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"50","4e7d4f50949a8e65e5b063bf5ba7a064","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_Clostridia",7.40266947498227,6.18738206492825,7.67169910809188,1.37941324151676,3.6592209464453,0.309627994494074,0.335989800727506,0.00222890022016673,0.21451405524773,0.00042509895564689,0.0444324767281514,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"51","4ffd9eabb0867f7a4b3326d4f5439501","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae",NA,7.37966490797772,8.84952911145982,6.8733336822185,-1.98515306153146,3.17340307314433,-0.50894191236293,0.259566329180743,8.81425960327174e-05,0.017563599631399,1.8689033717996e-07,9.50853051960537e-05,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"52","508524d40fa1145d6023b5a43a013f4c","d__Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA,11.2191625006237,12.1264951821173,10.8980201972263,-1.20360197133838,1.85827040994946,-0.559212202846628,0.224737013226727,7.57628926126991e-07,0.00048011842739671,6.25607585354182e-09,7.24115576557679e-06,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"53","53bff82797bbcbfa77e3a42fdf125615","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","uncultured_bacterium",4.32591874757091,1.85782528081044,4.81915278227336,2.62714941856038,4.344660301206,0.531627913125486,0.250000002824525,5.51104241350703e-05,0.0203728349753049,8.39451077037509e-07,0.000325298486472985,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"54","551c50d2cb548ec954b999d2bf9b5017","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum","uncultured_bacterium",7.16442302330736,9.00789999486948,6.43120003747372,-2.68548661937609,3.43058652389781,-0.696380111872471,0.196747453044492,2.30076027674109e-12,5.4482003353229e-09,2.79342146636274e-10,6.61482203234698e-07,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"55","58cd4c9e99b146bb0248067242fd2428","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,9.31342319826425,6.41484325771156,10.0318509084882,3.41570203804812,3.73232258374148,0.784221875087918,0.159387955652896,9.86669535562676e-08,0.000157591680088052,1.4893251303834e-12,1.76336095437395e-09,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"56","6c5d5533b2e2bb0f16c28448f394d583","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","A2",NA,10.1235547607904,8.62544675241676,10.574503919475,1.54450178845216,3.56109638690926,0.306366960538392,0.313137756942487,0.0793892629277789,1,8.03004053367533e-05,0.0110811660634168,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"57","71d66ceaddb03115b1c894ff4284735c","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",8.82819547682018,9.50090538880641,8.59464403396896,-0.848064907173616,1.28308549098858,-0.481499648296608,0.235575393609094,0.0858040109090439,0.833845839909598,5.82889141381021e-08,3.95924291528164e-05,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"58","74b7ea94f5a07b6c098de3c0147d239d","d__Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae",NA,NA,5.34110779310883,6.33395792398629,5.01409484252093,-1.35109487485756,3.77627097452783,-0.293004024272447,0.317920920146088,0.0175389765658773,0.413846978262068,0.000172753904338699,0.0295199143888559,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"59","767b9818681f5dbf075b9dca0aeb9d6f","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",6.20938700380074,7.45286412127058,5.86976727899876,-1.38825280934707,4.11521631638706,-0.314499784944475,0.24585459474046,0.0151716183602819,0.40810623843173,3.26698947594392e-07,0.000138847677047681,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"60","7a1a5bc15de5d06ccdb59fcb8de4850d","d__Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group","unidentified",11.0490502603539,10.2102690221556,11.2255451809202,1.05385600294253,2.59389119314141,0.312383890942574,0.328125001651549,0.00465979346917953,0.363707047772141,0.000461332877705972,0.0481666032328079,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"61","820b316b0664a61dc174c14c486013f7","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,8.2286936788306,6.38696751798415,8.67320689738271,2.10508810563579,4.40803675160704,0.404793665659018,0.295505261881907,0.000266677959938999,0.0708180213853129,1.90457962205869e-05,0.00412073757785691,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"62","891bb6592109d168dc772711e859a9e4","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,7.30056282017153,6.17859389052168,7.64977027087729,1.72073034447694,4.23390093153187,0.33813262384573,0.305706090557645,0.000519150360174138,0.0929120428902836,6.9685225968585e-05,0.0099016989783342,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"63","892491fdeb936adbcff225e26ae6c5df","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_FCS020_group","uncultured_bacterium",10.5833381918413,9.77563384905709,10.823111395907,1.2161183128406,2.77977567670048,0.331616454780417,0.307937521831432,0.00158997519707694,0.174802133568448,2.99025047668745e-05,0.00532113430045394,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"64","8d38eab2c38b24f6c148059d00e838b0","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae","uncultured_bacterium",12.815020106164,11.7940423878009,13.019052599653,1.16562640294224,3.3225431770495,0.28295045917842,0.299968124426621,0.000714201377496472,0.110904440013902,2.50502860577931e-05,0.00483351051283744,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"65","8f98fb8693ed59c21399d83ce2d10724","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,12.3464845979734,14.3244428500725,11.2305490335034,-2.43376665256621,6.23369406446551,-0.452484253036594,0.273915818734621,7.67988113069273e-08,8.29817668900612e-05,7.7757619528461e-07,0.000284776742929634,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Negative"
"66","9796b1cb76f37c4358ce7bc3f049f5cb","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,7.36604945638872,5.80254840343521,7.58366272559852,1.75759494992274,4.21006231269804,0.361867273638639,0.294867710089926,0.00057413247948362,0.095201720574352,3.08204361911493e-05,0.00544303949823629,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
"67","9e8a11f0e21ad8bf8ee09c49656bd688","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","uncultured_bacterium",7.36523984485478,5.95143705805741,7.60840176809153,1.68011281334359,3.22488247413119,0.430612251850194,0.290404847546948,0.000577062191264341,0.0933790695236067,8.59389373559931e-06,0.00248975311181076,"Smad3-/-_healthy_SFB+_fecal","Wolfe et al. 2020","Positive"
